timestamp,page_id
1410847201.731675,1897593
1410847201.731717,2583759
1410847201.731789,2583722
1410847201.731834,1897813
1410847201.731851,2583761
1410847201.731896,1967555
1410847201.731922,2583977
1410847201.732053,2583711
1410847201.732097,2583712
1410847201.732128,1897813
1410847201.732147,2583832
1410847201.732195,1897813
1410847201.732213,2583721
1410847201.732261,2583747
1410847201.732289,1897813
1410847201.732309,2588415
1410847201.732349,1897813
1410847201.732368,2583723
1410847201.732405,2583733
1410847201.732457,1897813
1410847201.732466,1897593
1410847201.732479,1897315
1410847201.732494,1897315
1410847201.732554,1897769
1410847201.732572,1897770
1410847201.732575,1897770
1410847201.732633,1881705
1410847201.732654,1882147
1410847201.732779,1897647
1410847201.732792,1897647
1410847201.732805,1881636
1410847201.737302,1897657
1410847201.737368,1897657
1410847201.737515,1882149
1410847201.737534,1882149
1410847201.73756,457862
1410847202.367244,25464408
1410847202.367257,25464408
1410847202.401514,1881338
1410847202.401536,1881339
1410847202.401555,1881339
1410847202.401574,1881340
1410847202.401602,1881340
1410847202.401629,1881338
1410847202.401649,1881339
1410847202.401667,1881339
1410847202.401685,1881340
1410847202.401704,1881340
1410847202.40172,1881341
1410847202.401738,1881341
1410847202.401756,1881342
1410847202.401775,1881342
1410847202.401793,1881343
1410847202.401811,1881343
1410847202.40183,1881344
1410847202.401849,1881344
1410847202.401868,1881345
1410847202.401886,1881345
1410847202.401905,1881346
1410847202.401924,1881346
1410847202.401943,1881347
1410847202.401962,1881347
1410847202.40198,1881348
1410847202.401998,1881348
1410847202.402016,1881349
1410847202.402033,1881349
1410847202.402051,1881350
1410847202.402068,1881350
1410847202.402085,1881351
1410847202.402103,1881351
1410847202.402121,1881352
1410847202.402141,1881352
1410847202.402159,1881353
1410847202.402178,1881353
1410847202.402197,1881354
1410847202.402208,1881354
1410847202.402228,1881338
1410847202.402255,1881339
1410847202.40228,1881339
1410847202.578434,1881338
1410847202.578456,1881339
1410847202.578475,1881339
1410847202.578493,1881340
1410847202.578512,1881340
1410847202.57859,1881338
1410847202.578609,1881339
1410847202.578628,1881339
1410847202.578646,1881340
1410847202.578664,1881340
1410847202.578681,1881341
1410847202.578698,1881341
1410847202.578716,1881342
1410847202.578735,1881342
1410847202.578753,1881343
1410847202.578771,1881343
1410847202.57879,1881344
1410847202.578809,1881344
1410847202.578828,1881345
1410847202.578846,1881345
1410847202.578865,1881346
1410847202.578884,1881346
1410847202.578902,1881347
1410847202.578922,1881347
1410847202.57894,1881348
1410847202.578957,1881348
1410847202.578975,1881349
1410847202.578993,1881349
1410847202.57901,1881350
1410847202.579027,1881350
1410847202.579044,1881351
1410847202.579063,1881351
1410847202.57908,1881352
1410847202.5791,1881352
1410847202.579119,1881353
1410847202.579138,1881353
1410847202.579157,1881354
1410847202.579161,1881354
1410847202.579176,1881338
1410847202.57921,1881339
1410847202.579238,1881339
1410847203.053464,1881338
1410847203.053486,1881339
1410847203.053505,1881339
1410847203.053524,1881340
1410847203.053542,1881340
1410847203.053567,1881338
1410847203.053586,1881339
1410847203.053605,1881339
1410847203.053622,1881340
1410847203.053649,1881340
1410847203.053666,1881341
1410847203.053684,1881341
1410847203.053702,1881342
1410847203.053721,1881342
1410847203.05374,1881343
1410847203.053757,1881343
1410847203.053776,1881344
1410847203.053795,1881344
