timestamp,page_id
1410840001.866192,1882147
1410840001.866203,1882147
1410840001.86624,457862
1410840001.866633,1897647
1410840001.866647,1897647
1410840001.866661,1881636
1410840001.866757,457862
1410840001.867124,457862
1410840001.872353,1897657
1410840001.872418,1897657
1410840001.872567,1882149
1410840001.872586,1882149
1410840001.872605,457862
1410840001.894461,1881626
1410840001.894471,1881626
1410840001.894489,457862
1410840002.144923,7506780
1410840002.14499,7506782
1410840002.146213,7506776
1410840002.980232,1881626
1410840002.980243,1881626
1410840002.980408,1881710
1410840002.98044,1881710
1410840002.980831,1881972
1410840002.981619,1881996
1410840002.9817,1880646
1410840002.981708,1880646
1410840002.981722,1882033
1410840002.981727,1882033
1410840002.981747,1881338
1410840002.981776,1881339
1410840002.981803,1881339
1410840002.981828,1881340
1410840002.981854,1881340
1410840002.981884,1881338
1410840002.981909,1881339
1410840002.981934,1881339
1410840002.981959,1881340
1410840002.981984,1881340
1410840002.982008,1881341
1410840002.982034,1881341
1410840002.982059,1881342
1410840002.982085,1881342
1410840002.982111,1881343
1410840002.982142,1881343
1410840002.982168,1881344
1410840002.982191,1881344
1410840002.982216,1881345
1410840002.982241,1881345
1410840002.982265,1881346
1410840002.982289,1881346
1410840002.982312,1881347
1410840002.982337,1881347
1410840002.982361,1881348
1410840002.982384,1881348
1410840002.982407,1881349
1410840002.98243,1881349
1410840002.982453,1881350
1410840002.982477,1881350
1410840004.597762,1882127
1410840004.601736,1882127
1410840004.886289,1881626
1410840004.8863,1881626
1410840004.886847,1881710
1410840004.886879,1881710
1410840004.886963,457862
1410840004.887201,1882033
1410840004.887208,1882033
1410840004.887225,1880646
1410840004.887232,1880646
1410840004.88726,1881338
1410840004.887282,1881339
1410840004.887301,1881339
1410840004.88732,1881340
1410840004.887339,1881340
1410840004.887363,1881338
1410840004.887382,1881339
1410840004.887401,1881339
1410840004.887419,1881340
1410840004.887437,1881340
1410840004.887454,1881341
1410840004.887472,1881341
1410840004.88749,1881342
1410840004.887509,1881342
1410840004.887528,1881343
1410840004.887546,1881343
1410840004.887565,1881344
1410840004.887584,1881344
1410840004.887603,1881345
1410840004.887622,1881345
1410840004.887641,1881346
1410840004.88766,1881346
1410840004.887678,1881347
1410840004.887697,1881347
1410840004.887716,1881348
1410840004.887733,1881348
1410840004.887751,1881349
1410840004.887769,1881349
1410840004.887787,1881350
1410840004.887804,1881350
1410840004.887821,1881351
1410840004.88784,1881351
1410840004.887858,1881352
1410840004.887877,1881352
1410840004.887896,1881353
1410840004.887915,1881353
1410840004.887934,1881354
1410840004.887939,1881354
1410840004.887954,1881338
1410840004.887981,1881339
1410840004.888007,1881339
1410840004.888032,1881340
1410840004.888058,1881340
1410840004.888084,1881338
1410840004.888109,1881339
1410840004.888141,1881339
1410840004.888167,1881340
1410840004.888192,1881340
1410840004.888216,1881341
1410840004.888241,1881341
1410840004.888265,1881342
1410840004.888291,1881342
1410840004.888316,1881343
1410840004.888341,1881343
1410840004.888366,1881344
1410840004.888388,1881344
1410840004.894294,457862
1410840004.903009,457862
1410840005.57704,1881626
1410840005.577051,1881626
1410840005.577213,1881710
1410840005.577244,1881710
1410840005.577628,1881972
1410840005.578383,1881996
1410840005.578457,1880646
1410840005.578465,1880646
1410840005.578477,1882033
1410840005.578482,1882033
1410840005.578501,1881338
1410840005.578529,1881339
1410840005.578555,1881339
1410840005.57858,1881340
1410840005.578606,1881340
1410840005.578635,1881338
1410840005.578659,1881339
1410840005.578685,1881339
1410840005.57871,1881340
1410840005.578735,1881340
1410840005.578759,1881341
1410840005.578783,1881341
1410840005.578808,1881342
1410840005.578834,1881342
1410840005.578859,1881343
1410840005.578884,1881343
1410840005.578909,1881344
1410840005.578932,1881344
1410840005.578956,1881345
1410840005.57898,1881345
1410840005.579004,1881346
1410840005.579028,1881346
1410840005.57905,1881347
1410840005.579075,1881347
1410840005.579099,1881348
1410840005.579122,1881348
1410840005.579152,1881349
1410840005.579175,1881349
1410840005.579198,1881350
1410840005.579221,1881350
1410840006.012276,1831709
1410840006.012281,1831709
1410840006.012419,1831722
1410840006.01244,1831722
1410840006.012443,1831722
1410840006.01245,1831722
1410840006.012452,1831722
1410840006.447299,19614413
1410840006.447306,19614413
1410840006.447309,19614413
1410840006.447481,19615634
1410840006.447486,19615634
1410840006.447489,19615634
1410840006.447632,19613778
1410840006.447636,19613778
1410840006.447639,19613778
1410840006.447777,19615746
1410840006.447781,19615746
1410840006.447784,19615746
1410840006.447912,19614376
1410840006.447917,19614376
1410840006.44792,19614376
1410840006.48093,19612564
1410840006.480937,19612564
1410840006.480939,19612564
1410840006.480999,19612544
1410840006.481004,19612544
1410840006.481007,19612544
1410840006.481064,19612536
1410840006.48107,19612536
1410840006.481072,19612536
1410840007.123242,1881626
1410840007.123254,1881626
1410840007.123789,1881710
1410840007.123822,1881710
1410840007.123902,457862
1410840007.127388,1882072
1410840007.127456,1881995
1410840007.127611,457862
1410840007.130046,457862
1410840007.138761,457862
1410840007.805045,19613814
1410840007.805051,19613814
1410840007.805054,19613814
1410840007.805101,19613510
1410840007.805105,19613510
1410840007.805108,19613510
1410840007.805158,19613605
1410840007.805163,19613605
1410840007.805166,19613605
1410840007.80521,19613805
1410840007.805214,19613805
1410840007.805216,19613805
1410840007.805257,19614921
1410840007.805262,19614921
1410840007.805265,19614921
1410840007.805305,19613521
1410840007.80531,19613521
1410840007.805313,19613521
1410840007.805353,19615783
1410840007.805358,19615783
1410840007.80536,19615783
1410840007.805402,19613664
1410840007.805407,19613664
1410840007.805409,19613664
1410840007.805449,19615126
1410840007.805454,19615126
1410840007.805456,19615126
1410840007.879882,1881338
1410840007.87995,1881339
1410840007.879976,1881339
1410840007.880002,1881340
1410840007.880028,1881340
1410840007.880058,1881338
1410840007.880083,1881339
1410840007.880109,1881339
1410840007.880134,1881340
1410840007.880165,1881340
1410840007.88019,1881341
1410840007.880215,1881341
1410840007.88024,1881342
1410840007.880266,1881342
1410840007.880292,1881343
1410840007.880317,1881343
1410840007.880343,1881344
1410840007.880365,1881344
1410840007.880389,1881345
1410840007.880414,1881345
1410840007.880438,1881346
1410840007.880462,1881346
1410840007.880485,1881347
1410840007.88051,1881347
1410840007.880534,1881348
1410840007.880557,1881348
1410840007.88058,1881349
1410840007.880602,1881349
1410840007.880625,1881350
1410840007.880649,1881350
1410840007.883374,1881626
1410840007.883385,1881626
1410840007.883541,1881710
1410840007.883573,1881710
1410840007.883961,1881972
1410840007.884685,1881996
1410840007.884761,1880646
1410840007.884768,1880646
1410840007.884781,1882033
1410840007.884786,1882033
1410840007.884806,1881338
1410840007.884834,1881339
1410840007.884861,1881339
1410840007.884887,1881340
1410840007.884913,1881340
1410840007.884943,1881338
1410840007.884967,1881339
1410840007.884993,1881339
1410840007.885018,1881340
1410840007.885043,1881340
1410840007.885066,1881341
1410840007.885091,1881341
1410840007.885116,1881342
1410840007.885142,1881342
1410840007.885175,1881343
1410840007.885199,1881343
1410840007.885225,1881344
1410840007.885247,1881344
1410840007.885271,1881345
1410840007.885296,1881345
1410840007.885319,1881346
1410840007.885343,1881346
1410840007.885365,1881347
1410840007.885391,1881347
1410840007.885414,1881348
1410840007.885437,1881348
1410840007.88546,1881349
1410840007.885482,1881349
1410840007.885505,1881350
1410840007.885528,1881350
1410840009.451241,1881626
1410840009.451252,1881626
1410840009.451691,1881710
1410840009.451722,1881710
1410840009.451801,457862
1410840009.452051,1882033
1410840009.452058,1882033
1410840009.452077,1880646
1410840009.452084,1880646
1410840009.452112,1881338
1410840009.452134,1881339
1410840009.452153,1881339
1410840009.452178,1881340
1410840009.452197,1881340
1410840009.452222,1881338
1410840009.452241,1881339
1410840009.45226,1881339
1410840009.452278,1881340
1410840009.452296,1881340
1410840009.452313,1881341
1410840009.452331,1881341
1410840009.452349,1881342
1410840009.452368,1881342
1410840009.452387,1881343
1410840009.452404,1881343
1410840009.452424,1881344
1410840009.452443,1881344
1410840009.452462,1881345
1410840009.45248,1881345
1410840009.452499,1881346
1410840009.452518,1881346
1410840009.452536,1881347
1410840009.452555,1881347
1410840009.452573,1881348
1410840009.452591,1881348
1410840009.452609,1881349
1410840009.452627,1881349
1410840009.452644,1881350
1410840009.452662,1881350
1410840009.452679,1881351
1410840009.452697,1881351
1410840009.452715,1881352
1410840009.452735,1881352
1410840009.452754,1881353
1410840009.452773,1881353
1410840009.452792,1881354
1410840009.452796,1881354
1410840009.452811,1881338
1410840009.452839,1881339
1410840009.452865,1881339
1410840009.45289,1881340
1410840009.452916,1881340
1410840009.452942,1881338
1410840009.452967,1881339
1410840009.452993,1881339
1410840009.453018,1881340
1410840009.453043,1881340
1410840009.453067,1881341
1410840009.453091,1881341
1410840009.453117,1881342
1410840009.453142,1881342
1410840009.453174,1881343
1410840009.453199,1881343
1410840009.453224,1881344
1410840009.453246,1881344
1410840009.459057,457862
1410840009.46792,457862
1410840010.030554,1881626
1410840010.030565,1881626
1410840010.030719,1881710
1410840010.03075,1881710
1410840010.031134,1881972
1410840010.031903,1881996
1410840010.031977,1880646
1410840010.031984,1880646
1410840010.031997,1882033
1410840010.032002,1882033
1410840010.032021,1881338
1410840010.032049,1881339
1410840010.032075,1881339
1410840010.0321,1881340
1410840010.032126,1881340
1410840010.032155,1881338
1410840010.032186,1881339
1410840010.032212,1881339
1410840010.032237,1881340
1410840010.032262,1881340
1410840010.032286,1881341
1410840010.032311,1881341
1410840010.032336,1881342
1410840010.032362,1881342
1410840010.032387,1881343
1410840010.032412,1881343
1410840010.032437,1881344
1410840010.032459,1881344
1410840010.032483,1881345
1410840010.032508,1881345
1410840010.032532,1881346
1410840010.032555,1881346
1410840010.032578,1881347
1410840010.032603,1881347
1410840010.032626,1881348
1410840010.032649,1881348
1410840010.032672,1881349
1410840010.032694,1881349
1410840010.032717,1881350
1410840010.032741,1881350
1410840011.330235,457862
1410840011.339277,457862
1410840011.866986,1881338
1410840011.867036,1881339
1410840011.867063,1881339
1410840011.867089,1881340
1410840011.867114,1881340
1410840011.867144,1881338
1410840011.867174,1881339
1410840011.867201,1881339
1410840011.867226,1881340
1410840011.867251,1881340
1410840011.867275,1881341
1410840011.8673,1881341
1410840011.867325,1881342
1410840011.86735,1881342
1410840011.867376,1881343
1410840011.8674,1881343
1410840011.867425,1881344
1410840011.867448,1881344
1410840011.867472,1881345
1410840011.867497,1881345
1410840011.86752,1881346
1410840011.867544,1881346
1410840011.867566,1881347
1410840011.867592,1881347
1410840011.867615,1881348
1410840011.867638,1881348
1410840011.867661,1881349
1410840011.867683,1881349
1410840011.867706,1881350
1410840011.867729,1881350
1410840012.894929,457862
1410840012.904032,457862
1410840015.059671,457862
1410840015.06871,457862
1410840018.404134,2423529
1410840018.404139,2423529
1410840018.404144,2423529
1410840018.404149,2583628
1410840018.404187,2583628
1410840018.404286,2584875
1410840018.404342,2583777
1410840018.404379,2583692
1410840018.404422,2583694
1410840018.404453,2584855
1410840018.404486,2583977
1410840018.404524,2584866
1410840018.404548,2583662
1410840018.404575,2583633
1410840018.408875,1882072
1410840018.408944,1881995
1410840018.409175,457862
1410840018.411811,457862
1410840018.420902,457862
1410840019.276578,1881338
1410840019.276622,1881339
1410840019.276648,1881339
1410840019.276674,1881340
1410840019.2767,1881340
1410840019.27673,1881338
1410840019.276754,1881339
1410840019.27678,1881339
1410840019.276805,1881340
1410840019.276831,1881340
1410840019.276854,1881341
1410840019.276879,1881341
1410840019.276904,1881342
1410840019.27693,1881342
1410840019.276955,1881343
1410840019.27698,1881343
1410840019.277005,1881344
1410840019.277027,1881344
1410840019.277051,1881345
1410840019.277076,1881345
1410840019.2771,1881346
1410840019.277124,1881346
1410840019.277146,1881347
1410840019.277172,1881347
1410840019.277195,1881348
1410840019.277225,1881348
1410840019.277248,1881349
1410840019.277271,1881349
1410840019.277294,1881350
1410840019.277318,1881350
1410840019.622305,25446263
1410840019.622312,25446264
1410840019.622317,25446265
1410840019.622322,25446265
1410840019.624433,25444381
1410840019.624439,25444381
1410840019.624677,25460754
1410840019.624683,25460754
1410840019.624795,25444365
1410840019.624801,25444366
1410840019.624806,25444367
1410840019.624811,25444368
1410840019.624815,25444369
1410840019.62482,25444370
1410840019.624824,25444371
1410840019.624829,25444372
1410840019.624833,25444373
1410840019.624838,25444374
1410840019.624842,25444375
1410840019.624846,25444376
1410840019.624851,25444377
1410840019.624855,25444378
1410840019.624859,25444379
1410840019.624863,25444379
1410840019.697896,25461380
1410840019.6979,25461380
1410840019.697991,25461380
1410840019.697995,25461380
1410840019.839612,25463545
1410840019.839618,25463545
1410840019.842807,25444380
1410840019.842813,25444380
1410840019.843579,25444521
1410840019.843586,25444521
1410840019.843951,25463865
1410840019.843957,25463866
1410840019.843961,25463867
1410840019.843965,25463867
1410840019.84586,25461385
1410840019.845867,25461385
1410840019.845977,25461387
1410840019.845982,25461387
1410840019.846406,25479268
1410840019.954224,19613510
1410840019.954231,19613510
1410840019.954234,19613510
1410840019.954281,19613605
1410840019.954286,19613605
1410840019.954288,19613605
1410840019.954329,19613805
1410840019.954333,19613805
1410840019.954336,19613805
1410840019.954377,19614921
1410840019.954382,19614921
1410840019.954384,19614921
1410840019.954425,19613521
1410840019.95443,19613521
1410840019.954432,19613521
1410840019.954472,19615783
1410840019.954477,19615783
1410840019.95448,19615783
1410840019.954521,19613664
1410840019.954526,19613664
1410840019.954528,19613664
1410840019.954568,19615126
1410840019.954573,19615126
1410840019.954575,19615126
1410840021.929282,19613814
1410840021.929289,19613814
1410840021.929292,19613814
1410840021.929367,19612531
1410840021.929371,19612531
1410840021.929374,19612531
1410840021.929431,19612554
1410840021.929437,19612554
1410840021.929439,19612554
1410840021.929706,19534169
1410840021.929712,19534169
1410840021.929714,19534169
1410840022.42014,457862
1410840022.429389,457862
1410840024.704337,7422680
1410840026.356066,457862
1410840026.365209,457862
1410840026.573867,1831709
1410840026.573873,1831709
1410840026.574013,1831722
1410840026.574034,1831722
1410840026.574037,1831722
1410840026.574044,1831722
1410840026.574047,1831722
1410840028.408451,457862
1410840028.417576,457862
1410840030.599142,1882072
1410840030.599266,1881995
1410840030.599624,457862
1410840031.116658,1881338
1410840031.116698,1881339
1410840031.116724,1881339
1410840031.116749,1881340
1410840031.116775,1881340
1410840031.116804,1881338
1410840031.116829,1881339
1410840031.116855,1881339
1410840031.11688,1881340
1410840031.116905,1881340
1410840031.116929,1881341
1410840031.116953,1881341
1410840031.116978,1881342
1410840031.117004,1881342
1410840031.117029,1881343
1410840031.117053,1881343
1410840031.117078,1881344
1410840031.117101,1881344
1410840031.117125,1881345
1410840031.11715,1881345
1410840031.117173,1881346
